scraped_at_utc,is_market_open,business_date,symbol,security_name,open_price,high_price,low_price,close_price,last_traded_price,previous_closing_price,point_change,percentage_change,total_traded_quantity,total_traded_value,total_trades
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NIFRAGED,Nifra Green Energy Debenture 6% - 2088/89,1032.0,1032.0,1032.0,1032.0,1032.0,1035.1,-3.099999999999909,,25.0,25800.0,1.0,0.0,0.0,-0.29948797217659257,25800.0,1032.0
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NIL,Neco Insurance Limited,664.0,670.0,655.0,670.0,670.0,672.8,-2.7999999999999545,,14561.0,9653178.3,106.0,15.0,2.2590361445783134,-0.4161712247324546,91067.71981132076,662.947483002541
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NIMB,Nepal Investment Mega Bank Limited,224.0,225.4,219.5,224.5,224.5,223.8,0.6999999999999886,,266808.0,59189546.2,821.0,5.900000000000006,2.633928571428574,0.3127792672028546,72094.4533495737,221.8432213426884
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NIMBPO,Nepal Investment Mega Bank Ltd. Promoter Share,166.6,169.9,166.6,169.5,169.5,170.0,-0.5,,5424.0,914197.0,27.0,3.3000000000000114,1.9807923169267776,-0.29411764705882354,33859.148148148146,168.54664454277287
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NLG,NLG Insurance Company Ltd.,686.0,694.0,682.5,692.0,692.0,688.5,3.5,,30462.0,20974566.9,147.0,11.5,1.6763848396501457,0.5083514887436456,142684.12857142856,688.548581839669
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NLIC,Nepal Life Insurance Co. Ltd.,821.0,825.0,815.0,823.5,823.5,825.0,-1.5,,48625.0,39890623.1,306.0,10.0,1.2180267965895248,-0.18181818181818182,130361.51339869281,820.3727115681235
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NLICL,National Life Insurance Co. Ltd.,611.0,617.0,607.0,614.0,614.0,618.0,-4.0,,33341.0,20430289.7,133.0,10.0,1.6366612111292964,-0.6472491909385114,153611.2007518797,612.7677544164842
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NMB,NMB Bank Limited,268.8,268.8,261.2,265.0,265.0,265.7,-0.6999999999999886,,96756.0,25457713.5,284.0,7.600000000000023,2.8273809523809605,-0.2634550244636766,89639.83626760563,263.11250465087437
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NMB50,NMB 50,10.7,10.7,10.49,10.7,10.7,10.65,0.049999999999998934,,29380.0,311364.2,9.0,0.20999999999999908,1.962616822429898,0.4694835680751073,34596.02222222222,10.59782845473111
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NMBD89/90,NMB Debenture 10.75%-2089/90,1300.0,1314.0,1300.0,1314.0,1314.0,1289.0,25.0,,100.0,131050.0,2.0,14.0,1.0769230769230769,1.9394879751745537,65525.0,1310.5
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NMBHF2,NMB Hybrid Fund L- II,9.74,10.11,9.74,9.93,9.93,9.92,0.009999999999999787,,7860.0,78358.5,40.0,0.3699999999999992,3.7987679671457824,0.10080645161290108,1958.9625,9.969274809160305
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NMBMF,NMB  Microfinance Bittiya Sanstha Ltd.,700.0,711.0,698.1,706.0,706.0,706.3,-0.2999999999999545,,8067.0,5685871.3,72.0,12.899999999999977,1.8428571428571394,-0.04247486903581404,78970.43472222221,704.830953266394
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NMFBS,National Laghubitta Bittiya Sanstha Limited,1185.1,1220.0,1185.1,1205.0,1205.0,1199.0,6.0,,4013.0,4835716.6,51.0,34.90000000000009,2.944899164627466,0.5004170141784821,94817.9725490196,1205.0128582108148
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NMIC,Nepal Micro Insurance Company Limited,1335.0,1355.0,1335.0,1350.0,1350.0,1348.0,2.0,,6643.0,8946941.1,219.0,20.0,1.4981273408239701,0.1483679525222552,40853.61232876712,1346.82238446485
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NMLBBL,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,660.3,670.0,658.0,669.9,669.9,665.0,4.899999999999977,,11143.0,7386439.6,86.0,12.0,1.8173557473875512,0.7368421052631545,85888.83255813953,662.8771067037602
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NRIC,Nepal Reinsurance Company Limited,1268.0,1278.0,1261.0,1269.0,1269.0,1267.8,1.2000000000000455,,40652.0,51527023.7,376.0,17.0,1.3406940063091484,0.09465215333649199,137039.95664893618,1267.51509642822
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NRM,Nepal Republic Media Limited,447.9,457.0,442.5,453.1,453.1,451.0,2.1000000000000227,,32961.0,14865548.2,290.0,14.5,3.2373297611073903,0.46563192904656825,51260.511034482755,451.0041624950699
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NRN,NRN Infrastructure and Development Limited,1641.1,1674.9,1588.0,1670.0,1670.0,1609.0,61.0,,571545.0,942980046.9,2519.0,86.90000000000009,5.295228809944555,3.791174642635177,374346.98169908696,1649.8789192452039
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NSIF2,NMB Sulav Investment Fund - 2,11.15,11.3,10.98,11.2,11.2,10.98,0.21999999999999886,,37800.0,425046.7,20.0,0.3200000000000003,2.869955156950675,2.0036429872495343,21252.335,11.244621693121694
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NSY,Nepal Life Samriddhi Lagani Yojana,9.7,9.9,9.62,9.89,9.89,9.71,0.17999999999999972,,8000.0,77973.0,52.0,0.28000000000000114,2.886597938144342,1.8537590113285243,1499.4807692307693,9.746625
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NTC,Nepal Doorsanchar Company Limited,877.1,917.0,877.1,904.9,904.9,895.0,9.899999999999977,,40620.0,36677601.0,347.0,39.89999999999998,4.549082202713485,1.1061452513966457,105699.13832853026,902.9443870014771
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,728.0,733.0,718.0,725.0,725.0,728.0,-3.0,,16501.0,11956186.9,94.0,15.0,2.0604395604395602,-0.4120879120879121,127193.47765957448,724.5734743348888
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NWCL,Nepal Warehousing Company Limited ,925.0,925.0,903.1,912.1,912.1,908.0,4.100000000000023,,4065.0,3707262.1,86.0,21.899999999999977,2.367567567567565,0.4515418502202668,43107.698837209304,911.9955965559656
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,NYADI,Nyadi Hydropower Limited,432.2,449.5,432.2,449.5,449.5,441.0,8.5,,22028.0,9691130.2,220.0,17.30000000000001,4.0027764923646485,1.9274376417233559,44050.59181818181,439.94598692573084
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,OHL,Oriental Hotels Limited,750.0,758.4,747.5,753.0,753.0,751.0,2.0,,6563.0,4943877.3,48.0,10.899999999999977,1.4533333333333303,0.2663115845539281,102997.44374999999,753.2953374980954
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,OMPL,Om Megashree Pharmaceuticals Limited,1350.0,1393.0,1350.0,1379.0,1379.0,1366.6,12.400000000000091,,25198.0,34768755.7,377.0,43.0,3.185185185185185,0.9073613346992603,92224.81618037136,1379.8220374632908
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,PBD88,10% Prime Debenture 2088,1223.5,1223.5,1223.5,1223.5,1223.5,1199.6,23.90000000000009,,50.0,61175.0,1.0,0.0,0.0,1.9923307769256497,61175.0,1223.5
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,PBLD87,8.5% Prabhu Bank Debenture 2087,1113.0,1113.0,1113.0,1100.2,1100.2,1091.5,8.700000000000045,,30.0,33326.0,2.0,0.0,0.0,0.7970682546953776,16663.0,1110.8666666666666
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,PCBL,Prime Commercial Bank Ltd.,260.1,265.0,257.9,262.9,262.9,264.0,-1.1000000000000227,,169546.0,44079221.9,390.0,7.100000000000023,2.729719338715887,-0.41666666666667523,113023.6458974359,259.9838504004813
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,PFL,Pokhara Finance Ltd.,424.6,427.0,422.0,426.0,426.0,429.0,-3.0,,15800.0,6703757.5,153.0,5.0,1.1775788977861517,-0.6993006993006993,43815.40849673202,424.2884493670886
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,PHCL,Peoples Hydropower Company Limited,343.0,346.8,337.1,346.0,346.0,343.0,3.0,,142277.0,48810704.7,704.0,9.699999999999989,2.8279883381924167,0.8746355685131195,69333.38735795455,343.06813258643353
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,PMHPL,Panchakanya Mai Hydropower Ltd,419.5,419.5,387.1,396.0,396.0,428.0,-32.0,,159369.0,62389541.6,739.0,32.39999999999998,7.723480333730626,-7.476635514018691,84424.27821380243,391.47852844656114
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,PMLI,Prabhu Mahalaxmi Life Insurance Limited,501.1,519.5,501.1,513.0,513.0,510.0,3.0,,7465.0,3826326.5,209.0,18.399999999999977,3.671921772101372,0.5882352941176471,18307.78229665072,512.568854655057
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,PPCL,Panchthar Power Compant Limited,427.0,442.9,427.0,434.0,434.0,435.6,-1.6000000000000227,,69971.0,30194611.5,221.0,15.899999999999977,3.723653395784538,-0.3673094582185543,136627.20135746605,431.5303697246002
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,PPL,People's Power Limited,392.0,412.5,388.0,405.0,405.0,392.0,13.0,,110071.0,44245713.0,567.0,24.5,6.25,3.316326530612245,78034.7671957672,401.9742984073916
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,PRIN,Prabhu Insurance Ltd.,777.0,777.0,750.1,760.0,760.0,762.6,-2.6000000000000227,,9444.0,7159450.3,91.0,26.899999999999977,3.4620334620334594,-0.34093889325990334,78675.27802197803,758.0951185938162
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,PROFL,Progressive Finance Limited,495.0,498.0,486.2,495.9,495.9,496.0,-0.10000000000002274,,11058.0,5424757.1,111.0,11.800000000000011,2.383838383838386,-0.020161290322585228,48871.68558558558,490.5730783143425
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,PRSF,Prabhu Smart Fund,11.86,12.15,11.86,12.1,12.1,12.06,0.03999999999999915,,503700.0,6119234.0,13.0,0.2900000000000009,2.445193929173701,0.33167495854062307,470710.3076923077,12.14856859241612
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,PRVU,Prabhu  Bank Limited,224.9,224.9,220.0,223.7,223.7,223.1,0.5999999999999943,,304331.0,67606247.6,1034.0,4.900000000000006,2.17874610938195,0.26893769610040086,65383.21818181818,222.14709510368644
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,PSF,Prabhu Select Fund,11.65,12.05,11.65,12.05,12.05,11.86,0.19000000000000128,,31630.0,376888.5,38.0,0.40000000000000036,3.433476394849788,1.602023608768982,9918.118421052632,11.915539045210243
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,PURE,Pure Energy Limited,1030.0,1040.0,1005.0,1035.0,1035.0,1014.0,21.0,,23665.0,24328190.9,365.0,35.0,3.3980582524271843,2.0710059171597637,66652.57780821917,1028.024124234101
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RADHI,Radhi Bidyut Company Ltd,899.0,902.9,890.2,897.0,897.0,899.9,-2.8999999999999773,,258398.0,231516768.0,576.0,12.699999999999932,1.412680756395988,-0.3222580286698497,401938.8333333333,895.9696592078886
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RAWA,Rawa Energy Development Limited,718.0,723.0,715.0,715.0,715.0,718.8,-3.7999999999999545,,1529.0,1094426.5,34.0,8.0,1.1142061281337048,-0.5286588759042786,32189.014705882353,715.7792674950948
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RBBD2088,7% RBBL Debenture 2088,1078.0,1078.0,1078.0,1078.0,1078.0,1070.0,8.0,,25.0,26950.0,1.0,0.0,0.0,0.7476635514018692,26950.0,1078.0
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RBBF40,RBB Focus 40,9.65,9.85,9.46,9.85,9.85,9.65,0.1999999999999993,,3100.0,29834.0,14.0,0.3899999999999988,4.041450777202059,2.072538860103619,2131.0,9.623870967741935
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RBCL,Rastriya Beema Company Limited,15932.0,15940.0,15930.0,15940.0,15940.0,15700.0,240.0,,106.0,1686934.0,8.0,10.0,0.06276675872457946,1.5286624203821657,210866.75,15914.471698113208
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RBCLPO,Rastriya Beema Company Limited Promoter Share,12800.0,12800.0,12545.0,12800.0,12800.0,12751.0,49.0,,110.0,1395860.0,10.0,255.0,1.9921874999999998,0.38428358560112935,139586.0,12689.636363636364
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RFPL,River Falls Power Limited,424.0,429.0,420.0,427.3,427.3,424.0,3.3000000000000114,,127090.0,54026034.3,558.0,9.0,2.1226415094339623,0.7783018867924555,96820.84999999999,425.1005924935085
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RHGCL,Rapti Hydro And General Construction Limited,320.0,329.9,317.0,325.3,325.3,323.0,2.3000000000000114,,112401.0,36432011.8,430.0,12.899999999999977,4.031249999999993,0.7120743034055763,84725.60883720929,324.12533518385067
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RHPL,RASUWAGADHI HYDROPOWER COMPANY LIMITED,314.5,314.8,308.3,314.2,314.2,312.2,2.0,,55381.0,17273291.7,272.0,6.5,2.066772655007949,0.6406149903907752,63504.748897058824,311.89923800581425
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RIDI,Ridi Power Company Limited,356.0,379.4,351.2,379.0,379.0,356.9,22.100000000000023,,1220472.0,450745062.2,2256.0,28.19999999999999,7.921348314606738,6.192210703278236,199798.34317375885,369.320281169908
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RLFL,Reliance Finance Ltd.,500.0,500.0,488.0,493.0,493.0,493.0,0.0,,22183.0,10912507.7,144.0,12.0,2.4,0.0,75781.30347222222,491.93110490014874
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RMF1,RBB Mutual Fund 1,9.87,11.0,9.87,9.9,9.9,10.0,-0.09999999999999964,,85551.0,900413.37,34.0,1.1300000000000008,11.448834853090181,-0.9999999999999963,26482.746176470588,10.524872532173791
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RMF2,RBB Mutual Fund 2,10.22,10.42,10.22,10.29,10.29,10.4,-0.11000000000000121,,1200.0,12339.0,7.0,0.1999999999999993,1.9569471624266075,-1.0576923076923193,1762.7142857142858,10.2825
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RNLI,Reliable Nepal Life Insurance Limited,490.0,496.2,487.0,492.1,492.1,495.0,-2.8999999999999773,,44526.0,21826050.4,483.0,9.199999999999989,1.877551020408161,-0.5858585858585813,45188.51014492753,490.18664151282394
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,734.0,735.0,697.7,730.0,730.0,726.0,4.0,,46327.0,33781189.3,209.0,37.299999999999955,5.081743869209803,0.5509641873278237,161632.4846889952,729.1900900123038
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RSML,Reliance Spinning Mills Limited,1821.0,2013.1,1821.0,2013.1,2013.1,1830.1,183.0,,3368.0,6759994.8,93.0,192.0999999999999,10.549148819330032,9.999453581771487,72688.11612903225,2007.124346793349
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RSY,Reliable Samriddhi Yojana,10.16,10.53,10.16,10.25,10.25,10.33,-0.08000000000000007,,420700.0,4338865.0,37.0,0.3699999999999992,3.641732283464559,-0.7744433688286552,117266.62162162163,10.313441882576658
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,RURU,Ru Ru Jalbidhyut Pariyojana Limited,685.0,699.7,685.0,688.8,688.8,687.0,1.7999999999999545,,7910.0,5451444.3,94.0,14.700000000000045,2.145985401459861,0.2620087336244475,57994.08829787234,689.1838558786346
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SABBL,Salapa Bikas Bank Limited,1700.0,1708.0,1600.0,1683.0,1683.0,1719.0,-36.0,,111799.0,187048327.8,8054.0,108.0,6.352941176470588,-2.094240837696335,23224.277104544326,1673.0769309206703
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SADBL,Shangrila Development Bank Ltd.,445.0,453.8,444.0,453.8,453.8,445.0,8.800000000000011,,126166.0,56539994.2,221.0,9.800000000000011,2.2022471910112387,1.977528089887643,255837.07782805432,448.139706418528
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SAGAR,Sagar Distillery Limited,2043.0,2090.9,2011.0,2055.0,2055.0,2043.0,12.0,,37964.0,78310525.9,556.0,79.90000000000009,3.910915320606955,0.5873715124816447,140846.26960431656,2062.7575044779264
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SAGF,Sanima Growth Fund,9.96,10.4,9.96,10.4,10.4,10.16,0.2400000000000002,,24700.0,255342.0,22.0,0.4399999999999995,4.417670682730918,2.362204724409451,11606.454545454546,10.337732793522267
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SAHAS,Sahas Urja Limited,635.1,637.0,626.0,636.0,636.0,635.1,0.8999999999999773,,197131.0,124520455.6,851.0,11.0,1.7320107069752795,0.14170996693433746,146322.50951821386,631.6634907751697
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SAIL,Shreenagar Agritech Industries Limited,1370.0,1415.0,1345.0,1392.0,1392.0,1360.0,32.0,,143616.0,199524321.7,1935.0,70.0,5.109489051094891,2.3529411764705883,103113.34454780362,1389.290341605392
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SALICO,Sagarmatha Lumbini Insurance Co. Limited,645.0,645.0,636.0,645.0,645.0,640.0,5.0,,16455.0,10550796.4,64.0,9.0,1.3953488372093024,0.78125,164856.19375,641.1909085384382
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SANIMA,Sanima Bank Limited,364.0,368.0,360.2,364.7,364.7,367.0,-2.3000000000000114,,120880.0,44032506.2,412.0,7.800000000000011,2.142857142857146,-0.6267029972752075,106875.01504854369,364.26626571806753
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SANVI,Sanvi Energy Limited,845.0,870.0,838.0,868.0,868.0,839.9,28.100000000000023,,156348.0,134578705.8,1257.0,32.0,3.7869822485207103,3.345636385283965,107063.40954653939,860.7638460357664
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SAPDBL,Saptakoshi Development Bank Ltd,935.0,1026.6,902.0,927.9,927.9,933.3,-5.399999999999977,,97018.0,91035305.0,554.0,124.59999999999991,13.326203208556139,-0.5785920925747324,164323.65523465705,938.3341751015275
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SARBTM,Sarbottam Cement Limited,907.0,907.0,881.0,898.0,898.0,906.9,-8.899999999999977,,48559.0,43356826.0,326.0,26.0,2.8665931642778393,-0.981365089866576,132996.39877300613,892.8690047159126
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SBCF,Sunrise Bluechip Fund,9.95,11.16,9.82,10.13,10.13,10.15,-0.019999999999999574,,65999.0,711033.25,44.0,1.3399999999999999,13.467336683417086,-0.19704433497536525,16159.84659090909,10.773394293852936
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SBD87,8.5% Sanima Debenture 2087,1074.0,1095.0,1074.0,1075.0,1075.0,1095.0,-20.0,,100.0,108275.0,4.0,21.0,1.9553072625698324,-1.82648401826484,27068.75,1082.75
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SBI,Nepal SBI Bank Limited,419.5,430.0,419.5,429.9,429.9,427.9,2.0,,29833.0,12735205.3,155.0,10.5,2.5029797377830754,0.4673989249824726,82162.61483870968,426.8831595883753
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SBID2090,7% Nepal SBI Bank Debenture 2090,1051.0,1055.0,1051.0,1055.0,1055.0,1068.0,-13.0,,50.0,52650.0,2.0,4.0,0.3805899143672693,-1.2172284644194757,26325.0,1053.0
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SBL,Siddhartha Bank Limited,415.0,415.0,408.2,412.9,412.9,412.0,0.8999999999999773,,95766.0,39521873.0,328.0,6.800000000000011,1.6385542168674727,0.21844660194174206,120493.51524390244,412.69211411148007
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SBLD2091,7.25% SBL Debenture 2091,1062.0,1083.2,1062.0,1083.2,1083.2,1062.1,21.100000000000136,,65.0,69878.0,2.0,21.200000000000045,1.9962335216572547,1.9866302608040805,34939.0,1075.0461538461539
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SBLD89,10.75% SBL Debenture 2089,1240.5,1240.5,1240.5,1240.5,1240.5,1265.7,-25.200000000000045,,50.0,62025.0,2.0,0.0,0.0,-1.990993126333258,31012.5,1240.5
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SCB,Standard Chartered Bank Limited,673.0,679.0,670.0,677.0,677.0,678.9,-1.8999999999999773,,14816.0,10009550.9,117.0,9.0,1.337295690936107,-0.2798644866696093,85551.71709401709,675.5906384989202
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SEF,Siddhartha Equity Fund,10.15,10.32,10.01,10.32,10.32,10.12,0.20000000000000107,,7100.0,72019.0,8.0,0.3100000000000005,3.0541871921182313,1.976284584980248,9002.375,10.143521126760563
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SFCL,Samriddhi Finance Company Limited,425.1,430.9,424.1,430.0,430.0,429.0,1.0,,18615.0,7942195.9,147.0,6.7999999999999545,1.599623617972231,0.2331002331002331,54028.54353741497,426.6557023905453
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SFEF,Sunrise Focused Equity Fund,10.3,10.49,10.3,10.47,10.47,10.36,0.11000000000000121,,9700.0,101524.0,17.0,0.1899999999999995,1.8446601941747525,1.0617760617760736,5972.0,10.46639175257732
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SFMF,Sunrise First Mutual Fund,10.5,10.75,10.2,10.3,10.3,10.4,-0.09999999999999964,,46468.0,478555.12,12.0,0.5500000000000007,5.238095238095245,-0.9615384615384581,39879.59333333333,10.298595162262203
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SGHC,Swet-Ganga Hydropower & Construction Limited ,440.0,455.0,436.1,455.0,455.0,445.0,10.0,,69567.0,31052138.1,357.0,18.899999999999977,4.2954545454545405,2.247191011235955,86980.77899159664,446.36304713441723
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SGIC,Sanima GIC Insurance Limited,520.0,527.0,519.0,526.0,526.0,527.0,-1.0,,30204.0,15795077.8,183.0,8.0,1.5384615384615385,-0.18975332068311196,86311.90054644809,522.9465567474507
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SHEL,Singati Hydro Energy Limited,345.0,349.9,340.1,348.0,348.0,347.0,1.0,,335203.0,115700746.9,1405.0,9.799999999999955,2.8405797101449144,0.2881844380403458,82349.28604982207,345.16620346476617
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SHINE,Shine Resunga Development Bank Ltd.,429.7,440.0,429.7,440.0,440.0,438.4,1.6000000000000227,,69937.0,30513192.1,294.0,10.300000000000011,2.397021177565746,0.36496350364964025,103786.36768707483,436.2954101548537
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SHINED,Shine Resunga Debenture,1125.2,1130.0,1125.2,1126.0,1126.0,1122.2,3.7999999999999545,,50.0,56320.0,3.0,4.7999999999999545,0.4265908282971876,0.33862056674389185,18773.333333333332,1126.4
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SHIVM,SHIVAM CEMENTS LTD,698.0,708.9,691.0,706.0,706.0,698.0,8.0,,404924.0,283791058.4,2011.0,17.899999999999977,2.5644699140401115,1.146131805157593,141119.37265042265,700.850180280744
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SHL,Soaltee Hotel Limited,512.0,522.2,509.0,519.1,519.1,518.0,1.1000000000000227,,125133.0,64622643.9,249.0,13.200000000000045,2.578125000000009,0.21235521235521676,259528.69036144577,516.4316679053487
2026-03-29T04:39:32+00:00,1774759172,6,4,nepse_official,CLOSE,2026-03-26,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,1690.0,1720.0,1683.0,1718.9,1718.9,1709.0,9.900000000000091,,886.0,1500260.0,38.0,37.0,2.1893491124260356,0.579286132241082,39480.52631578947,1693.2957110609482
