scraped_at_utc,scraped_at_npt,npt_date,npt_time,scraped_epoch,weekday,hour_utc,hour_npt,is_market_open,as_of_date,total_turnover,total_traded_shares,total_transactions,total_trades,total_market_cap,floated_market_cap,nepse_index,nepse_point_change,nepse_percentage_change
2026-04-02T05:15:23+00:00,2026-04-02T11:00:23+05:45,2026-04-02,11:00:23,1775106923,3,5,11,OPEN,,,,,,,,,,
2026-04-02T05:45:25+00:00,2026-04-02T11:30:25+05:45,2026-04-02,11:30:25,1775108725,3,5,11,OPEN,,,,,,,,,,
2026-04-02T06:15:21+00:00,2026-04-02T12:00:21+05:45,2026-04-02,12:00:21,1775110521,3,6,12,OPEN,,,,,,,,,,
2026-04-02T06:45:22+00:00,2026-04-02T12:30:22+05:45,2026-04-02,12:30:22,1775112322,3,6,12,OPEN,,,,,,,,,,
