scraped_at_utc,scraped_at_npt,npt_date,npt_time,scraped_epoch,weekday,hour_utc,hour_npt,is_market_open,as_of_date,total_turnover,total_traded_shares,total_transactions,total_trades,total_market_cap,floated_market_cap,nepse_index,nepse_point_change,nepse_percentage_change
2026-04-24T08:15:23+00:00,2026-04-24T14:00:23+05:45,2026-04-24,14:00:23,1777018523,4,8,14,OPEN,,,,,,,,,,
2026-04-24T08:45:25+00:00,2026-04-24T14:30:25+05:45,2026-04-24,14:30:25,1777020325,4,8,14,OPEN,,,,,,,,,,
